County_ID,County_Name,County_Income,Poverty_Rate,County_Lat,County_Long,Store_Name,Store_Lat,Store_Long,Store_Address,Dist
660,Fulton County,"95,683.00",42.17,33.758231,-84.391101,STATS Brewpub,33.7615127,-84.39629359999999,"300 Marietta Street NorthWest Suite 101, Atlanta",0.37484553953809063
660,Fulton County,"95,683.00",42.17,33.758231,-84.391101,Hard Rock Cafe,33.75981629999999,-84.38744990000001,"215 Peachtree Street Northeast, Atlanta",0.23688498826972215
667,Gwinnett County,"46,886.00",50.3,33.966996,-83.99421,Hyatt Regency Atlanta,33.7613755,-84.38735559999999,"265 Peachtree Street Northeast, Atlanta",26.679612907757285
667,Gwinnett County,"46,886.00",50.3,33.966996,-83.99421,The Varsity,33.7715946,-84.3893032,"61 North Avenue Northwest, Atlanta",26.40735833483572
667,Gwinnett County,"46,886.00",50.3,33.966996,-83.99421,Mary Mac's Tea Room,33.7728318,-84.3800002,"224 Ponce De Leon Avenue Northeast, Atlanta",25.904430747370863
667,Gwinnett County,"46,886.00",50.3,33.966996,-83.99421,Dave & Buster's,33.9808546,-84.0786662,"5900 Sugarloaf Parkway Suite 441, Lawrenceville",4.942878421992454
683,Johnson County,"27,965.00",94.38,32.730663,-82.719275,Subway,32.55112499999999,-82.9722934,"2423 Hwy 80 W, Dublin",19.252923791676764
683,Johnson County,"27,965.00",94.38,32.730663,-82.719275,Subway,32.5499723,-82.87786369999999,"612 Central Drive, East Dublin",15.508893899750456
683,Johnson County,"27,965.00",94.38,32.730663,-82.719275,Ruby Tuesday,32.489143,-82.933309,"2190 U.S. 441, Dublin",20.804116487798282
683,Johnson County,"27,965.00",94.38,32.730663,-82.719275,Subway,32.542958,-82.9499733,"2005 Veterans Boulevard Suite A 14, Dublin",18.66099373937245
692,Lowndes County,"41,117.00",43.76,30.84189,-83.27888,Texas Roadhouse,30.84153999999999,-83.32686,"1874 Club House Drive, Valdosta",2.8520989932210465
692,Lowndes County,"41,117.00",43.76,30.84189,-83.27888,Subway,30.8831945,-83.290679,"3255A Inner Perimeter Road, Valdosta",2.9305744964253884
692,Lowndes County,"41,117.00",43.76,30.84189,-83.27888,Austins Cattle Company,30.8169935,-83.3172407,"2101 West Hill Avenue, Valdosta",2.8534654923076443
692,Lowndes County,"41,117.00",43.76,30.84189,-83.27888,Quality Inn At The Mall - Valdosta,30.84281,-83.323008,"1705 Gornto Road, Valdosta",2.623777209555619
699,Meriwether County,"39,121.00",88.02,33.029043,-84.713045,The Lodge and Spa at Callaway Gardens,32.8477018,-84.8539174,"4500 Southern Pine Drive, Pine Mountain",14.939075970305227
699,Meriwether County,"39,121.00",88.02,33.029043,-84.713045,Subway,33.02869929999999,-84.7130744,"1048 N Talbutton Highway, Greenville",0.023746852112602013
699,Meriwether County,"39,121.00",88.02,33.029043,-84.713045,The Bulloch House Restaurant,32.890318,-84.679828,"70 Broad Street, Warm Springs",9.752694263647822
699,Meriwether County,"39,121.00",88.02,33.029043,-84.713045,Subway,33.32064369999999,-84.77773200000001,"1645 HIghway 29 South, Newnan",20.442280151382764
703,Montgomery County,"34,061.00",94.83,32.174174,-82.594652,Ruby Tuesday,32.2061106,-82.3713185,"2711 East 1st Street, Vidalia",13.269691486868233
703,Montgomery County,"34,061.00",94.83,32.174174,-82.594652,Subway,32.2147107,-82.4075242,"623 East 1st Street, Vidalia",11.314203117674408
703,Montgomery County,"34,061.00",94.83,32.174174,-82.594652,Subway,32.069432,-82.904641,"78 West Oak Street, McRae-Helena",19.557315229000544
703,Montgomery County,"34,061.00",94.83,32.174174,-82.594652,Subway,32.19994150000001,-82.3277815,"166 Victory Drive, Lyons",15.737952239874843
750,Washington County,"39,151.00",85.62,32.983578,-82.811602,Ruby Tuesday,33.110224,-83.256479,"2440 North Columbia Street, Milledgeville",27.255064695837277
750,Washington County,"39,151.00",85.62,32.983578,-82.811602,Subway,32.97251729999999,-82.8105994,"630 South Harris Street, Sandersville",0.764442623539816
750,Washington County,"39,151.00",85.62,32.983578,-82.811602,Subway,32.7305903,-82.7189854,"201 North Bradford Street, Wrightsville",18.246956573110023
750,Washington County,"39,151.00",85.62,32.983578,-82.811602,Subway,33.006651,-82.39695329999999,"114 U.S. 1, Louisville",24.132034201034095
757,Wilkes County,"42,093.00",94.17,33.746467,-82.740314,Subway,33.46213509999999,-82.5064056,"318 West Hill Street, Thomson",23.79011968049329
757,Wilkes County,"42,093.00",94.17,33.746467,-82.740314,Subway,33.883483,-83.122709,"726 Athens Highway, Lexington",23.94014528784533
757,Wilkes County,"42,093.00",94.17,33.746467,-82.740314,Subway,33.91010120000001,-82.2940749,"201 South Mine Street, McCormick",28.036255578540327
757,Wilkes County,"42,093.00",94.17,33.746467,-82.740314,Subway,33.5141709,-82.5035929,"2129 Washington Road NW, Thomson",21.037359101240938
